smiles,copo_smiles,construction,architecture,complement,HOMO,LUMO,electrochemical_gap,optical_gap,PCE,V_OC,J_SC,fill_factor
Cc1cc2c3cc(C)sc3c3nc4c(-c5ccc(-c6ccc7c8ccccc8n(C)c7c6)s5)ccc(-c5cccs5)c4nc3c2s1,,polymer,bulk,PC71BM,0.70625,0.38,0.32625,,0.337209302325581,0.335664335664336,0.346325167037862,0.729226361031519
C=Cc1cc(OC)c(C=Cc2cc(C=C(C#N)c3ccc([N+](=O)[O-])cc3)ccc2C=C(C#N)c2ccc([N+](=O)[O-])cc2)cc1OC,,polymer,bulk,PC61BM,0.6,0.329341317365269,0.270658682634731,0.305389221556886,0.377906976744186,0.454545454545455,0.379732739420935,0.714899713467049
Cc1ccc(-c2nc3cccc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5cc(-c7cccs7)ccc5-6)s4)c3nc2-c2ccc(C)s2)s1,,polymer,bulk,PC71BM,0.65,0.449101796407186,0.200898203592814,,0.5,0.440559440559441,0.402004454342984,0.800859598853868
COc1ccc(C#Cc2ccc(-c3ccc(-c4ccc(C#Cc5ccc(OC)c(OC)c5)s4)c4nsnc43)s2)cc1OC,,molecule,bulk,PC61BM,0.58125,0.42,0.16125,0.461077844311377,0.0651162790697674,0.426573426573427,0.112472160356347,0.44269340974212
COc1c2ccsc2c(OC)c2cc(-c3cc(C)c(-c4nc5sc(-c6sccc6C)nc5s4)s3)sc21,,polymer,bulk,PC61BM,0.6,0.808383233532934,-0.208383233532934,0.51497005988024,0.304651162790698,0.342657342657343,0.341870824053452,0.767908309455587
COc1c2ccsc2c(OC)c2cc(-c3scc4c3C(=O)N(C)C4=O)sc21,,polymer,bulk,PC71BM,0.53020833333125,0.338323353293413,0.191884980037837,0.419161676646707,0.627906976744186,0.405594405594406,0.53619153674833,0.901146131805158
CN1C(=O)C2=C(c3ccc(-c4cccs4)s3)N(C)C(=O)C2=C1c1cccs1,,polymer,bulk,PC71BM,0.70625,0.32,0.38625,0.101796407185629,0.534883720930233,0.265734265734266,0.646993318485523,0.0415472779369628
COc1ccc(C#Cc2ccc(C#Cc3ccc(-c4ccc(-c5ccc(C#Cc6ccc(C#Cc7ccc(OC)c(OC)c7)cc6)s5)c5nsnc54)s3)cc2)cc1OC,,molecule,bulk,PC61BM,0.51875,0.35,0.16875,0.461077844311377,0.00465116279069767,0.328671328671329,0.0283964365256125,0.342406876790831
Cc1ccc(C2(c3ccc(C)cc3)c3ccsc3-c3cc4c(cc32)-c2sc(-c3cccs3)cc2C4(c2ccc(C)cc2)c2ccc(C)cc2)cc1,,polymer,bulk,PC71BM,0.8,0.568862275449102,0.231137724550898,1,0.369767441860465,0.370629370629371,0.413140311804009,0.729226361031519
CC(=O)c1cc2c(csc2-c2cc3c(s2)c2sccc2c(C)c3C)s1,,polymer,bulk,PC71BM,0.59375,0.209580838323353,0.384169161676647,0.251497005988024,0.594186046511628,0.384615384615385,0.644766146993318,0.730659025787966
Cc1ccc(-c2c3cc(-c4ccc(C5=C6C(=O)N(C)C(c7cccs7)=C6C(=O)N5C)s4)sc3c(-c3ccc(C)cc3)c3ccsc32)cc1,,polymer,bulk,PC71BM,0.59375,,0.59375,0.197604790419162,0.709302325581395,0.342657342657343,0.747216035634744,0.815186246418338
Cc1ccc(-n2c(-c3ccsc3)nc3c2c2ccc(C)cc2c2cc(C)ccc32)cc1,,polymer,bulk,PC61BM,1.0,0.748502994011976,0.251497005988024,0.431137724550898,0.465116279069767,0.237762237762238,0.619153674832962,0.0415472779369628
COC(=O)c1sc2c(csc2-c2cc3c(s2)c(OC)c2ccsc2c3OC)c1F,,polymer,bulk,PC71BM,0.71875,0.50,0.21875,0.29940119760479,0.848837209302326,0.328671328671329,0.797327394209354,0.944126074498567
Cn1c2ccccc2c2ccc(-c3ccc(-c4sc(-c5cccs5)c5nc(-c6ccccc6)c(-c6ccccc6)nc54)s3)cc21,,polymer,bulk,PC61BM,0.66875,0.36,0.30875,0.197604790419162,0.0930232558139535,0.244755244755245,0.209354120267261,0.48567335243553
Cc1ccc(-c2c3cc(-c4cc5sc(C6=C7C(=O)N(C)C(c8cc9sccc9s8)=C7C(=O)N6C)cc5s4)sc3c(-c3ccc(C)s3)c3ccsc32)s1,,polymer,bulk,PC71BM,0.5,0.32,0.18,0.179640718562874,0.706976744186047,0.251748251748252,0.894766146993318,0.0415472779369628
Cc1cc2c3cc(C)sc3c3nc4c(cccc4-c4ccc(-c5ccc6c(c5)C(C)(C)c5cc(-c7cccs7)ccc5-6)s4)nc3c2s1,,polymer,bulk,PC71BM,0.68125,0.37,0.31125,,0.232558139534884,0.405594405594406,0.251670378619154,0.686246418338109
Cc1csc(-c2ccc(-c3cc(C)c(-c4cc5c(s4)c(C)c4ccsc4c5C)s3)c3nsnc32)c1,,polymer,bulk,PC61BM,0.6,0.61,-0.01,,0.569767441860465,0.41958041958042,0.0623608017817372,0.776504297994269
Cc1cc(C=C2C(=O)N(C)C(=O)N(C)C2=O)sc1-c1cc(C)c(-c2cc(C)c(-c3ccc(-c4sc(-c5sc(C6=S=C(C=C7C(=O)N(C)C(=O)N(C)C7=O)C=C6C)cc5C)cc4C)s3)s2)s1,,molecule,bulk,PC61BM,0.7375,0.389221556886228,0.348278443113772,0.323353293413174,0.511627906976744,0.440559440559441,0.409799554565702,0.0415472779369628
Cc1nc2c(nc1C)c(-c1ccc(-c3ccc4c5ccccc5n(C)c4c3)s1)sc2-c1cccs1,,polymer,bulk,PC61BM,0.6625,0.42,0.2425,0.230538922155689,0.104651162790698,0.202797202797203,0.235523385300668,0.54297994269341
COc1c2cc(-c3cc(C)c(-c4ccc(-c5sc(C=C6SC(=S)N(C)C6=O)cc5C)s4)s3)sc2c(OC)c2cc(-c3cc(C)c(-c4ccc(-c5sc(C=C6SC(=S)N(C)C6=O)cc5C)s4)s3)sc21,,molecule,bulk,PC71BM,0.6875,0.53,0.1575,0.365269461077844,0.793023255813953,0.461538461538462,0.624721603563474,0.891117478510029
COc1ccc(-c2nc3c(-c4scc5c4OCCO5)ccc(-c4sc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)c5c4OCCO5)c3nc2-c2ccc(OC)cc2)cc1,,polymer,bulk,PC61BM,0.4,0.449101796407186,-0.049101796407186,0.461077844311377,0.116279069767442,0.272727272727273,0.195991091314031,0.585959885386819
COc1c(OC)c(-c2ccc(-c3ccc4c5ccccc5n(C)c4c3)s2)c2nsnc2c1-c1cccs1,,polymer,bulk,PC71BM,0.609375,0.495508982035928,0.113866017964072,0.50748502994012,0.616279069767442,0.377622377622378,0.524498886414254,0.944126074498567
Cc1ccsc1-c1sc(-c2sc(C3=S=C(c4sccc4C)C(C)=C3)cc2C)c2nc3c(nc21)-c1cccc2cccc-3c12,,polymer,bulk,PC61BM,0.909375,0.410179640718563,0.499195359281437,,0.027906976744186,0.185314685314685,0.106904231625835,0.399713467048711
Cc1ccc(-c2c3cc(-c4ccc(-c5sc(-c6cccs6)c6c5C(=O)c5c(C)sc(C)c5C6=O)s4)sc3c(-c3ccc(C)s3)c3ccsc32)s1,,polymer,bulk,PC71BM,0.66875,0.58,0.08875,,0.763953488372093,0.412587412587413,0.0835189309576837,0.990974212034384
Cn1c(-c2ccc(C=C(C#N)C(=O)O)cc2)ccc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,,molecule,DSSC,TiO2,0.3125,0.86,-0.5475,,0.543023255813953,0.230769230769231,0.739977728285078,0.800859598853868
COC(=O)c1cc2c(csc2-c2sc3c(c2F)c(OC)c2scc(F)c2c3OC)s1,,polymer,bulk,PC61BM,0.55625,0.329341317365269,0.226908682634731,0.37125748502994,0.36046511627907,0.286713286713287,0.602449888641425,0.577363896848138
COc1c2sc(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)cc2cc2c1cc1cc(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)sc1c2OC,,molecule,bulk,PC61BM,0.6,0.28,0.32,0.353293413173653,0.523255813953488,0.398601398601399,0.617483296213808,0.55730659025788
Cn1c(-c2ccc(C=C(C#N)C(=O)O)s2)ccc1-c1ccc(-c2ccc3c(c2)C(C)(C)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)s1,,molecule,DSSC,TiO2,0.7125,0.69,0.0225,,0.598837209302326,0.230769230769231,0.743875278396437,0.872492836676218
COc1c2cc(-c3cccs3)sc2c(OC)c2ccsc21,,polymer,bulk,PC71BM,0.5,0.87,-0.37,0.880239520958084,0.173255813953488,0.335664335664336,0.200445434298441,0.757879656160458
Cc1csc(-c2nnc(-c3cc(C)c(-c4cc5c(s4)-c4sccc4C5(C)C)s3)nn2)c1,,polymer,bulk,PC71BM,0.453125,0.194610778443114,0.258514221556886,0.323353293413174,0.631395348837209,0.335664335664336,0.685968819599109,0.800859598853868
Cc1nc(-c2nc(C)c(-c3ccc(C4=S=C5c6sccc6C(C)(C)C5=C4)s3)s2)sc1-c1cccs1,,polymer,bulk,PC61BM,0.375,0.36,0.015,0.425149700598802,0.383720930232558,0.300699300699301,0.435412026726058,0.724928366762178
COc1c2sccc2c2cc(-c3ccc(-c4sc(-c5nc(C)c(-c6cccs6)s5)nc4C)s3)sc2c1OC,,polymer,bulk,PC71BM,0.7125,0.80,-0.0875,0.580838323353293,0.315116279069767,0.426573426573427,0.279510022271715,0.833810888252149
Cc1ccc(-c2c3cc(-c4sc5cc(-c6ccc(-c7csc8c(C)csc78)c7nsnc76)sc5c4C)sc3c(-c3ccc(C)s3)c3ccsc32)s1,,polymer,bulk,PC71BM,0.74375,0.49,0.25375,0.311377245508982,0.72093023255814,0.356643356643357,0.683741648106904,0.843839541547278
CN1C(=O)C2=C(c3ccc(-c4cc5ccccc5c5ccccc45)s3)N(C)C(=O)C2=C1c1ccc(-c2cc3ccccc3c3ccccc23)s1,,molecule,bulk,PC71BM,0.825,0.28,0.545,0.383233532934132,0.0686046511627907,0.454545454545455,0.14532293986637,0.342406876790831
CC1=CC(c2cc(C)c(-c3sc(-c4cc(C)c(-c5nc6scnc6s5)s4)cc3C)s2)=S=C1,,polymer,bulk,PC71BM,0.4,0.84,-0.44,0.467065868263473,0.302325581395349,0.461538461538462,0.320712694877506,0.656160458452722
COc1cc2c3ccsc3c3sc(-c4cccc5nsnc54)cc3c2cc1OC,,polymer,bulk,PC71BM,0.675,0.43,0.245,0.29940119760479,0.0604651162790698,0.272727272727273,0.143652561247216,0.44269340974212
Cc1nc(-c2nc(C)c(-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)s3)s2)sc1-c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1,,molecule,bulk,PC71BM,0.6625,0.78,-0.1175,0.646706586826347,0.136046511627907,0.377622377622378,0.251113585746102,0.435530085959885
COC(=O)c1cc2csc(-c3cccs3)c2s1,,polymer,bulk,PC61BM,0.9625,0.53,0.4325,0.0538922155688623,0.104651162790698,,,
COC(=O)c1sc2csc(-c3sc4c(c3F)c(OC)c3scc(F)c3c4OC)c2c1F,,polymer,bulk,PC61BM,0.5125,0.34,0.1725,0.359281437125749,0.302325581395349,0.335664335664336,0.496659242761693,0.520057306590258
CN1C(=O)C2=C(c3ccc(-c4ccco4)o3)N(C)C(=O)C2=C1c1ccco1,,polymer,bulk,PC71BM,0.5,0.209580838323353,0.290419161676647,0.131736526946108,0.465116279069767,,,
CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5c4=NC(c4ccccc4)C(c4ccccc4)N=5)s3)cc21,,polymer,bulk,PC61BM,0.4,0.449101796407186,-0.049101796407186,0.520958083832335,0.290697674418605,0.468531468531469,0.231069042316258,0.686246418338109
Cc1csc(-c2c3nsnc3c(-c3cc(C)c(-c4cc5c(s4)c(C)c4ccsc4c5C)s3)c(F)c2F)c1,,polymer,bulk,PC61BM,0.475,0.49,-0.015,,0.825581395348837,0.447552447552448,0.708797327394209,0.832378223495702
CC1(C)c2ccccc2-c2ccc(-c3ccc(C4=C(c5ccccc5)C(c5ccccc5)=C(c5cccs5)[Si]4(C)C)s3)cc21,,polymer,bulk,PC61BM,0.36875,0.329341317365269,0.039408682634731,1,0.232558139534884,0.265734265734266,0.47271714922049,0.468481375358166
Cc1ccc(-c2c3ccsc3c(-c3ccc(C)s3)c3cc(-c4ccc(C5=C6C(=O)N(C)C(c7cccs7)=C6C(=O)N5C)s4)sc32)s1,,polymer,bulk,PC71BM,0.628125,0.19,0.438125,0.188622754491018,0.755813953488372,0.321678321678322,0.769487750556793,0.886819484240688
C[Si]1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc54)s3)cc21,,polymer,bulk,PC61BM,0.6,,,0.401197604790419,0.616279069767442,0.440559440559441,0.518930957683742,0.686246418338109
C=Cc1cc(OC)c(C=Cc2ccc(N(c3ccccc3)c3ccc(C=C(C#N)c4ccc([N+](=O)[O-])cc4)cc3)cc2)cc1OC,,polymer,bulk,PC61BM,0.7,0.42,0.28,0.329341317365269,0.523255813953488,0.41958041958042,0.454899777282851,0.757879656160458
